"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
52,"self-employed","married","secondary","no",273,"no","no","unknown",7,"may",227,1,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",645,"yes","no","cellular",29,"jan",114,1,-1,0,"unknown","no"
30,"admin.","single","secondary","no",4448,"no","no","cellular",11,"feb",112,8,-1,0,"unknown","yes"
39,"blue-collar","single","primary","no",446,"yes","no","unknown",12,"may",183,1,-1,0,"unknown","no"
50,"self-employed","married","secondary","no",2061,"yes","yes","cellular",29,"jan",197,2,244,3,"failure","no"
61,"management","married","tertiary","no",6016,"no","no","cellular",4,"nov",199,1,275,3,"success","no"
35,"housemaid","married","primary","no",77,"no","no","cellular",8,"aug",191,1,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",1925,"yes","no","cellular",2,"mar",76,2,-1,0,"unknown","no"
40,"unemployed","married","primary","no",1908,"yes","no","cellular",5,"feb",1661,2,-1,0,"unknown","yes"
38,"student","married","secondary","no",140,"no","no","cellular",28,"aug",12,21,-1,0,"unknown","no"
35,"admin.","married","secondary","no",0,"yes","no","cellular",7,"may",121,2,-1,0,"unknown","no"
50,"services","married","secondary","no",1545,"no","no","cellular",28,"aug",56,8,-1,0,"unknown","no"
28,"student","single","secondary","no",4716,"yes","no","unknown",26,"may",329,2,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",130,"yes","no","cellular",9,"feb",146,3,256,1,"failure","no"
47,"retired","married","primary","no",-468,"no","yes","unknown",25,"jun",268,1,-1,0,"unknown","no"
37,"management","married","secondary","no",510,"yes","no","cellular",21,"aug",154,6,-1,0,"unknown","no"
55,"blue-collar","married","secondary","no",983,"no","no","telephone",11,"jul",41,2,-1,0,"unknown","no"
36,"management","single","tertiary","no",1531,"yes","no","cellular",8,"may",81,3,170,1,"failure","no"
45,"technician","single","tertiary","no",88,"no","no","unknown",23,"jul",163,4,-1,0,"unknown","no"
37,"blue-collar","single","primary","no",851,"yes","no","cellular",15,"may",151,1,352,1,"failure","no"
33,"blue-collar","married","primary","no",-219,"yes","no","cellular",17,"apr",64,1,-1,0,"unknown","no"
25,"services","single","secondary","no",3217,"yes","no","unknown",28,"may",24,1,-1,0,"unknown","no"
33,"technician","single","secondary","no",151,"yes","no","cellular",27,"aug",86,6,-1,0,"unknown","no"
37,"technician","single","secondary","no",353,"yes","no","cellular",12,"aug",147,2,-1,0,"unknown","no"
31,"technician","married","tertiary","no",3338,"yes","no","cellular",21,"dec",264,2,-1,0,"unknown","yes"
26,"student","single","secondary","no",502,"yes","no","telephone",7,"may",82,1,-1,0,"unknown","no"
26,"blue-collar","married","secondary","no",490,"yes","no","unknown",23,"jun",82,5,-1,0,"unknown","no"
56,"self-employed","married","secondary","no",14,"no","no","cellular",16,"jul",239,1,-1,0,"unknown","no"
34,"technician","married","secondary","no",0,"yes","no","cellular",23,"jul",429,1,-1,0,"unknown","no"
45,"admin.","single","secondary","no",757,"yes","yes","cellular",24,"jul",144,3,-1,0,"unknown","no"
33,"admin.","divorced","secondary","no",294,"yes","no","cellular",8,"may",763,1,-1,0,"unknown","yes"
29,"blue-collar","married","secondary","no",0,"no","no","unknown",9,"may",215,1,-1,0,"unknown","no"
46,"self-employed","married","tertiary","no",226,"no","no","cellular",19,"aug",561,3,-1,0,"unknown","no"
58,"retired","divorced","tertiary","no",-1598,"yes","no","cellular",30,"jul",104,7,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",70,"no","no","unknown",8,"may",813,1,-1,0,"unknown","yes"
27,"admin.","married","tertiary","no",346,"no","no","cellular",11,"oct",212,1,-1,0,"unknown","yes"
36,"management","single","tertiary","no",1869,"yes","no","unknown",21,"may",122,2,-1,0,"unknown","no"
40,"unemployed","married","tertiary","no",2135,"yes","no","cellular",5,"feb",171,5,230,1,"failure","no"
39,"unemployed","married","secondary","no",0,"yes","no","unknown",20,"may",191,1,-1,0,"unknown","no"
37,"services","divorced","secondary","no",49,"yes","no","unknown",16,"may",619,2,-1,0,"unknown","yes"
32,"blue-collar","single","primary","no",7,"yes","no","cellular",13,"may",109,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",1513,"no","yes","cellular",17,"jul",1171,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",9506,"no","no","cellular",8,"aug",321,2,-1,0,"unknown","no"
30,"management","single","secondary","no",1090,"yes","no","cellular",9,"jul",65,1,-1,0,"unknown","no"
47,"unemployed","married","secondary","no",351,"yes","yes","unknown",29,"may",370,1,-1,0,"unknown","no"
42,"admin.","divorced","secondary","no",0,"yes","yes","unknown",18,"jun",185,4,-1,0,"unknown","no"
29,"services","single","primary","no",339,"no","no","unknown",4,"jul",1576,3,-1,0,"unknown","yes"
32,"management","single","tertiary","no",1962,"no","no","cellular",13,"jan",130,1,-1,0,"unknown","no"
70,"retired","married","secondary","no",2575,"no","no","telephone",20,"apr",216,2,-1,0,"unknown","yes"
27,"blue-collar","married","secondary","no",6196,"yes","no","unknown",4,"jun",355,1,-1,0,"unknown","no"
22,"services","single","secondary","no",250,"yes","no","cellular",18,"may",117,3,-1,0,"unknown","no"
48,"services","married","secondary","no",74,"no","no","cellular",2,"feb",201,1,-1,0,"unknown","no"
39,"admin.","divorced","secondary","no",112,"no","no","cellular",16,"sep",574,3,-1,0,"unknown","yes"
28,"entrepreneur","married","tertiary","no",59,"no","no","cellular",3,"feb",330,3,190,6,"failure","no"
36,"services","single","secondary","no",755,"no","no","unknown",18,"jun",355,1,-1,0,"unknown","no"
48,"unknown","married","unknown","no",286,"no","no","cellular",30,"jul",166,2,-1,0,"unknown","no"
32,"technician","married","tertiary","no",2976,"yes","no","cellular",10,"may",269,5,94,6,"success","no"
37,"management","married","primary","no",1404,"yes","no","cellular",2,"feb",97,1,-1,0,"unknown","no"
53,"admin.","divorced","secondary","no",28,"yes","yes","cellular",12,"may",673,4,-1,0,"unknown","no"
44,"technician","divorced","primary","no",538,"no","no","cellular",31,"jul",196,2,-1,0,"unknown","no"
49,"technician","married","tertiary","no",523,"yes","no","cellular",3,"mar",152,2,-1,0,"unknown","yes"
36,"technician","married","secondary","no",659,"yes","no","cellular",29,"jan",224,2,-1,0,"unknown","no"
38,"blue-collar","single","secondary","no",0,"no","no","cellular",27,"oct",297,1,75,3,"failure","yes"
35,"blue-collar","married","secondary","no",80,"yes","yes","cellular",21,"nov",38,2,172,2,"failure","no"
31,"blue-collar","single","primary","no",2488,"yes","no","cellular",20,"apr",14,1,-1,0,"unknown","no"
29,"technician","married","secondary","no",1697,"yes","no","cellular",12,"may",87,4,-1,0,"unknown","no"
61,"retired","married","secondary","no",86,"no","no","cellular",25,"jan",639,1,94,1,"success","yes"
67,"retired","married","primary","no",8465,"no","no","cellular",26,"feb",234,1,-1,0,"unknown","no"
42,"blue-collar","married","secondary","no",-972,"yes","no","unknown",29,"may",146,1,-1,0,"unknown","no"
40,"technician","married","tertiary","no",206,"no","no","cellular",23,"apr",499,6,185,4,"success","yes"
53,"unemployed","married","tertiary","no",240,"no","no","cellular",29,"aug",106,3,-1,0,"unknown","no"
44,"blue-collar","married","secondary","no",3610,"yes","no","unknown",29,"may",23,15,-1,0,"unknown","no"
33,"admin.","married","secondary","no",519,"yes","no","telephone",6,"may",175,1,-1,0,"unknown","no"
33,"management","married","secondary","no",-14,"yes","no","cellular",20,"apr",856,3,-1,0,"unknown","no"
35,"services","married","secondary","no",-12,"no","no","cellular",31,"jul",83,4,-1,0,"unknown","no"
45,"services","married","primary","no",116,"yes","no","unknown",11,"jun",287,3,-1,0,"unknown","no"
32,"admin.","married","secondary","no",59,"yes","no","cellular",6,"may",345,1,-1,0,"unknown","no"
47,"technician","married","tertiary","no",282,"yes","no","unknown",16,"may",433,1,-1,0,"unknown","no"
78,"retired","divorced","unknown","no",0,"no","no","telephone",8,"oct",259,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",1570,"yes","yes","cellular",19,"nov",133,2,180,1,"other","no"
37,"admin.","single","secondary","no",140,"yes","no","unknown",6,"may",310,1,-1,0,"unknown","no"
44,"technician","married","secondary","no",945,"yes","no","cellular",4,"aug",190,1,-1,0,"unknown","no"
47,"management","married","tertiary","no",1147,"no","no","cellular",27,"feb",204,1,-1,0,"unknown","no"
59,"management","married","tertiary","no",1831,"no","no","cellular",26,"may",245,2,98,2,"failure","no"
59,"retired","married","secondary","no",-48,"yes","no","unknown",27,"may",224,1,-1,0,"unknown","no"
44,"services","married","secondary","no",1989,"yes","yes","cellular",20,"apr",106,2,-1,0,"unknown","no"
40,"management","divorced","tertiary","no",-78,"yes","no","unknown",27,"may",67,4,-1,0,"unknown","no"
29,"management","single","tertiary","no",91,"yes","no","telephone",28,"jul",426,4,-1,0,"unknown","no"
45,"admin.","married","secondary","no",310,"yes","no","unknown",8,"may",191,2,-1,0,"unknown","no"
46,"technician","divorced","secondary","no",387,"yes","yes","cellular",3,"apr",298,1,-1,0,"unknown","no"
37,"technician","married","tertiary","no",247,"no","no","cellular",20,"aug",625,6,-1,0,"unknown","yes"
28,"management","single","tertiary","no",2253,"yes","no","unknown",18,"jun",906,2,-1,0,"unknown","no"
44,"management","married","tertiary","no",17,"yes","no","unknown",6,"may",352,2,-1,0,"unknown","no"
54,"management","married","tertiary","no",-305,"yes","no","unknown",26,"may",280,3,-1,0,"unknown","no"
58,"management","divorced","tertiary","no",1257,"no","no","cellular",5,"aug",1536,1,-1,0,"unknown","yes"
40,"services","married","secondary","no",961,"no","yes","cellular",19,"nov",589,1,133,4,"other","no"
33,"blue-collar","divorced","secondary","no",75,"yes","yes","unknown",12,"may",94,2,-1,0,"unknown","no"
37,"technician","married","secondary","no",123,"yes","yes","unknown",6,"may",530,2,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",567,"no","yes","cellular",8,"jul",241,3,-1,0,"unknown","no"
51,"management","divorced","tertiary","no",3415,"yes","no","unknown",19,"jun",677,1,-1,0,"unknown","no"
30,"housemaid","single","tertiary","no",19,"no","no","cellular",4,"aug",139,1,92,5,"success","yes"
39,"entrepreneur","divorced","tertiary","no",0,"no","no","cellular",16,"apr",561,3,-1,0,"unknown","no"
29,"technician","single","secondary","no",1395,"yes","no","unknown",26,"may",61,1,-1,0,"unknown","no"
42,"technician","married","secondary","no",83,"yes","yes","cellular",11,"may",120,2,-1,0,"unknown","no"
46,"management","married","tertiary","no",2199,"no","no","telephone",27,"may",146,1,-1,0,"unknown","no"
44,"services","married","secondary","no",300,"yes","no","cellular",7,"jul",182,3,-1,0,"unknown","no"
29,"admin.","single","secondary","no",719,"no","no","cellular",30,"apr",76,1,-1,0,"unknown","no"
48,"unemployed","married","secondary","no",1811,"yes","no","telephone",31,"jul",135,3,-1,0,"unknown","no"
40,"management","married","tertiary","no",51,"no","no","cellular",19,"aug",164,2,-1,0,"unknown","no"
48,"technician","divorced","secondary","no",485,"yes","no","cellular",23,"jul",84,2,-1,0,"unknown","no"
33,"technician","single","tertiary","no",461,"yes","no","cellular",4,"feb",189,1,-1,0,"unknown","no"
36,"technician","married","secondary","no",0,"no","no","cellular",19,"aug",120,6,-1,0,"unknown","no"
50,"technician","married","secondary","no",778,"no","no","cellular",23,"jul",16,1,-1,0,"unknown","no"
52,"admin.","divorced","secondary","no",26,"yes","no","unknown",13,"may",215,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",514,"no","no","telephone",18,"nov",155,4,-1,0,"unknown","no"
27,"self-employed","married","secondary","no",-220,"yes","no","unknown",26,"may",138,2,-1,0,"unknown","no"
34,"technician","married","secondary","no",1194,"no","yes","cellular",20,"aug",219,2,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",828,"yes","no","cellular",14,"may",214,1,349,1,"failure","no"
31,"management","single","tertiary","no",2336,"no","no","cellular",17,"jul",224,1,-1,0,"unknown","no"
59,"retired","married","primary","no",468,"yes","no","telephone",8,"jul",71,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",2054,"yes","no","cellular",6,"aug",127,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",1134,"no","no","cellular",28,"aug",85,4,-1,0,"unknown","no"
50,"blue-collar","divorced","primary","no",171,"no","no","cellular",14,"aug",75,3,-1,0,"unknown","no"
50,"admin.","married","secondary","no",761,"no","yes","cellular",5,"feb",273,3,-1,0,"unknown","no"
49,"services","married","secondary","no",0,"yes","no","telephone",17,"nov",96,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",0,"no","no","cellular",19,"aug",87,1,-1,0,"unknown","no"
30,"services","married","secondary","no",2212,"yes","no","telephone",30,"jan",41,1,249,2,"other","no"
46,"services","married","secondary","no",9077,"yes","no","cellular",17,"apr",427,2,337,1,"failure","no"
39,"housemaid","married","tertiary","no",2990,"no","no","telephone",30,"apr",127,4,-1,0,"unknown","no"
32,"technician","single","tertiary","no",2340,"no","no","cellular",26,"may",94,1,97,2,"success","no"
51,"housemaid","married","primary","no",1382,"no","no","unknown",17,"jun",226,1,-1,0,"unknown","no"
30,"admin.","single","secondary","no",270,"no","no","cellular",9,"feb",123,1,-1,0,"unknown","yes"
48,"management","married","unknown","no",54,"yes","no","unknown",16,"may",293,7,-1,0,"unknown","no"
28,"blue-collar","married","tertiary","no",417,"yes","yes","cellular",6,"may",523,2,363,2,"failure","no"
53,"housemaid","married","secondary","no",637,"no","no","cellular",28,"jan",150,2,-1,0,"unknown","no"
28,"admin.","single","secondary","no",157,"no","no","cellular",27,"may",155,3,-1,0,"unknown","yes"
38,"admin.","married","secondary","no",884,"yes","no","unknown",5,"jun",57,2,-1,0,"unknown","no"
38,"student","single","tertiary","no",3316,"no","no","unknown",17,"jun",1345,3,-1,0,"unknown","yes"
31,"management","married","tertiary","no",163,"yes","yes","telephone",10,"nov",107,1,-1,0,"unknown","no"
30,"entrepreneur","single","tertiary","no",676,"no","yes","cellular",22,"jul",214,1,-1,0,"unknown","no"
50,"admin.","divorced","primary","no",8583,"yes","no","cellular",19,"nov",59,1,-1,0,"unknown","no"
29,"blue-collar","single","secondary","no",-138,"yes","yes","unknown",8,"may",271,5,-1,0,"unknown","no"
53,"technician","married","secondary","no",1357,"no","no","cellular",28,"jan",146,1,-1,0,"unknown","no"
24,"blue-collar","married","secondary","no",272,"no","no","cellular",16,"nov",105,2,94,2,"success","yes"
39,"technician","married","tertiary","no",-218,"no","no","unknown",20,"jun",8,13,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",345,"yes","no","cellular",20,"apr",223,1,-1,0,"unknown","no"
51,"blue-collar","married","primary","no",3844,"no","no","cellular",15,"mar",195,2,215,1,"other","no"
29,"admin.","single","tertiary","no",8,"no","no","cellular",28,"jan",468,1,-1,0,"unknown","no"
41,"retired","single","primary","no",0,"no","no","cellular",8,"may",239,1,368,2,"failure","no"
37,"admin.","single","secondary","no",0,"yes","no","unknown",5,"may",137,1,-1,0,"unknown","no"
36,"services","single","secondary","no",174,"yes","no","unknown",7,"may",223,2,-1,0,"unknown","no"
52,"management","divorced","tertiary","no",-297,"yes","no","unknown",20,"jun",11,21,-1,0,"unknown","no"
46,"entrepreneur","married","secondary","no",583,"yes","no","unknown",20,"may",137,2,-1,0,"unknown","no"
30,"admin.","single","secondary","no",613,"yes","no","cellular",17,"apr",180,2,302,1,"failure","no"
43,"admin.","married","secondary","no",0,"no","no","unknown",20,"jun",804,12,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",149,"yes","no","cellular",29,"apr",507,3,349,1,"other","yes"
42,"self-employed","married","tertiary","no",0,"no","no","cellular",8,"aug",118,6,-1,0,"unknown","no"
34,"technician","divorced","secondary","no",705,"yes","yes","cellular",2,"apr",249,1,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",39,"no","no","cellular",18,"jul",138,3,-1,0,"unknown","no"
37,"technician","single","secondary","no",103,"yes","no","cellular",30,"jul",124,3,-1,0,"unknown","no"
29,"technician","single","secondary","no",382,"no","no","cellular",27,"aug",64,3,202,3,"other","no"
46,"blue-collar","married","secondary","no",4007,"no","no","cellular",3,"feb",380,5,217,5,"other","no"
34,"blue-collar","single","secondary","no",3043,"yes","yes","cellular",20,"nov",670,1,-1,0,"unknown","yes"
32,"management","single","tertiary","no",6359,"no","no","cellular",6,"aug",184,1,-1,0,"unknown","no"
35,"services","single","secondary","no",414,"yes","no","cellular",20,"apr",11,5,319,2,"other","no"
35,"admin.","married","secondary","no",898,"yes","no","cellular",9,"apr",214,1,-1,0,"unknown","yes"
31,"management","single","tertiary","no",684,"yes","yes","unknown",2,"jun",148,2,-1,0,"unknown","no"
56,"services","married","secondary","no",6503,"yes","yes","cellular",18,"may",27,6,-1,0,"unknown","no"
41,"admin.","married","tertiary","no",96,"yes","no","cellular",28,"jul",269,7,-1,0,"unknown","no"
38,"technician","single","secondary","no",1932,"yes","no","cellular",11,"jul",159,1,-1,0,"unknown","no"
33,"technician","single","tertiary","no",176,"no","no","cellular",29,"aug",112,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",2326,"yes","no","unknown",20,"jun",62,3,-1,0,"unknown","no"
33,"admin.","married","secondary","no",252,"yes","no","cellular",22,"jul",270,2,-1,0,"unknown","no"
42,"admin.","married","secondary","no",16517,"no","no","cellular",15,"mar",549,5,203,4,"failure","no"
47,"admin.","single","primary","no",683,"no","no","cellular",20,"nov",101,1,-1,0,"unknown","no"
40,"housemaid","married","tertiary","no",795,"yes","no","unknown",29,"may",725,3,-1,0,"unknown","no"
58,"unemployed","divorced","secondary","no",7798,"no","no","unknown",18,"jun",247,5,-1,0,"unknown","no"
41,"management","single","tertiary","no",203,"no","no","cellular",5,"mar",90,2,-1,0,"unknown","no"
35,"technician","married","tertiary","no",2518,"no","no","unknown",9,"jun",400,1,-1,0,"unknown","no"
30,"student","single","secondary","no",4,"no","no","cellular",4,"feb",443,2,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",2152,"yes","no","cellular",17,"nov",369,1,-1,0,"unknown","no"
33,"technician","divorced","secondary","no",273,"yes","no","cellular",17,"apr",181,1,317,1,"failure","no"
50,"services","married","secondary","no",992,"yes","no","unknown",30,"may",407,1,-1,0,"unknown","no"
27,"management","single","tertiary","no",3104,"yes","no","unknown",28,"may",160,2,-1,0,"unknown","no"
58,"management","divorced","tertiary","no",0,"no","no","cellular",22,"aug",73,3,-1,0,"unknown","no"
34,"blue-collar","divorced","secondary","no",-301,"yes","yes","cellular",18,"may",465,2,-1,0,"unknown","no"
38,"self-employed","married","secondary","no",290,"yes","no","cellular",2,"feb",123,1,258,1,"failure","no"
32,"admin.","single","secondary","no",6188,"yes","yes","cellular",18,"nov",147,1,-1,0,"unknown","no"
31,"technician","married","secondary","no",4182,"yes","no","cellular",4,"may",347,2,-1,0,"unknown","yes"
36,"technician","single","secondary","no",656,"no","no","unknown",21,"may",261,1,-1,0,"unknown","no"
42,"technician","married","secondary","no",3082,"no","no","cellular",11,"sep",285,1,-1,0,"unknown","yes"
46,"blue-collar","married","secondary","no",2348,"no","no","cellular",17,"nov",182,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",363,"no","no","cellular",13,"aug",94,2,-1,0,"unknown","no"
28,"student","single","tertiary","no",2306,"no","no","cellular",29,"oct",140,2,-1,0,"unknown","no"
56,"management","married","tertiary","no",2333,"no","no","cellular",4,"may",244,1,-1,0,"unknown","yes"
36,"blue-collar","single","secondary","no",151,"yes","no","cellular",11,"may",327,1,-1,0,"unknown","no"
53,"retired","married","primary","no",0,"no","no","cellular",31,"jul",85,3,-1,0,"unknown","no"
40,"management","single","tertiary","no",1247,"yes","no","cellular",9,"jul",157,1,-1,0,"unknown","no"
36,"housemaid","married","primary","no",622,"no","no","unknown",20,"jun",55,5,-1,0,"unknown","no"
57,"management","married","tertiary","no",4547,"no","no","cellular",7,"aug",314,4,-1,0,"unknown","no"
28,"self-employed","single","tertiary","no",3290,"no","no","cellular",5,"jun",201,2,-1,0,"unknown","yes"
36,"self-employed","single","tertiary","no",1296,"yes","no","cellular",19,"nov",352,4,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",265,"no","no","unknown",17,"jun",854,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",4128,"yes","no","unknown",12,"may",456,6,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",1165,"yes","no","unknown",13,"may",1001,4,-1,0,"unknown","yes"
29,"blue-collar","single","secondary","no",7531,"no","no","cellular",15,"may",50,2,-1,0,"unknown","no"
31,"entrepreneur","single","unknown","no",301,"yes","no","cellular",4,"feb",371,1,-1,0,"unknown","no"
33,"services","married","secondary","no",3444,"yes","no","cellular",22,"jul",487,4,-1,0,"unknown","no"
38,"services","married","primary","yes",1,"yes","no","cellular",17,"jul",169,7,-1,0,"unknown","no"
34,"technician","single","secondary","no",513,"yes","no","cellular",5,"may",165,3,169,5,"other","no"
37,"services","married","secondary","no",50,"yes","no","unknown",8,"may",352,3,-1,0,"unknown","no"
31,"services","married","secondary","no",520,"yes","no","unknown",12,"may",123,7,-1,0,"unknown","no"
36,"entrepreneur","married","tertiary","no",-502,"yes","no","cellular",20,"apr",22,4,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",10333,"yes","no","unknown",9,"jun",579,4,-1,0,"unknown","no"
36,"management","married","tertiary","no",549,"yes","no","cellular",18,"nov",72,2,-1,0,"unknown","no"
36,"technician","married","secondary","no",8119,"no","no","unknown",21,"may",24,1,-1,0,"unknown","no"
48,"entrepreneur","single","tertiary","no",318,"yes","no","cellular",5,"feb",1017,4,-1,0,"unknown","yes"
29,"admin.","divorced","secondary","yes",-489,"yes","no","unknown",4,"jun",249,2,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",1027,"no","no","cellular",21,"nov",102,1,121,1,"failure","no"
45,"management","married","tertiary","no",753,"yes","no","cellular",2,"apr",2870,2,-1,0,"unknown","no"
45,"technician","married","secondary","no",297,"no","no","cellular",28,"jan",210,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",-227,"yes","yes","unknown",9,"may",646,1,-1,0,"unknown","no"
56,"management","married","tertiary","no",23,"yes","no","cellular",16,"jul",156,2,-1,0,"unknown","no"
44,"blue-collar","single","primary","no",0,"yes","no","cellular",24,"jul",184,1,-1,0,"unknown","no"
29,"admin.","single","secondary","no",-194,"yes","no","cellular",7,"may",127,1,-1,0,"unknown","no"
34,"technician","married","secondary","no",-255,"yes","no","cellular",21,"aug",179,2,-1,0,"unknown","no"
56,"blue-collar","married","secondary","no",1602,"yes","no","unknown",6,"may",427,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",114,"yes","no","unknown",2,"jun",82,3,-1,0,"unknown","no"
54,"management","single","tertiary","no",2081,"no","no","cellular",1,"oct",395,2,108,1,"failure","no"
49,"unemployed","married","secondary","no",769,"yes","no","unknown",14,"may",257,1,-1,0,"unknown","no"
49,"admin.","single","tertiary","no",228,"yes","no","cellular",2,"mar",368,1,-1,0,"unknown","yes"
29,"blue-collar","single","secondary","no",770,"yes","no","cellular",17,"apr",341,1,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",157,"yes","no","unknown",23,"may",20,17,-1,0,"unknown","no"
57,"housemaid","married","primary","no",50,"no","no","cellular",18,"aug",89,3,-1,0,"unknown","no"
61,"retired","married","secondary","no",399,"no","no","cellular",26,"aug",81,1,-1,0,"unknown","no"
30,"management","married","tertiary","no",931,"no","no","cellular",17,"jul",1183,1,-1,0,"unknown","no"
34,"services","single","secondary","no",2,"yes","no","cellular",15,"may",153,2,-1,0,"unknown","yes"
55,"technician","married","secondary","no",2437,"no","no","cellular",4,"aug",138,1,-1,0,"unknown","no"
44,"management","married","tertiary","no",1788,"no","no","cellular",5,"aug",166,2,-1,0,"unknown","no"
54,"management","married","tertiary","no",810,"no","no","cellular",5,"aug",156,1,-1,0,"unknown","no"
26,"services","single","secondary","no",-72,"yes","no","unknown",30,"jun",82,9,-1,0,"unknown","no"
37,"entrepreneur","married","tertiary","no",264,"yes","yes","unknown",16,"jun",220,1,-1,0,"unknown","no"
37,"admin.","married","secondary","no",10,"no","yes","cellular",7,"jul",162,2,-1,0,"unknown","no"
31,"technician","single","secondary","no",388,"no","no","cellular",11,"aug",144,2,-1,0,"unknown","no"
42,"admin.","divorced","secondary","no",-106,"yes","no","cellular",15,"may",495,1,347,3,"failure","no"
44,"housemaid","married","primary","no",64,"no","yes","cellular",29,"jul",223,6,-1,0,"unknown","no"
53,"technician","married","secondary","no",6831,"no","no","cellular",13,"may",1130,2,-1,0,"unknown","yes"
38,"services","married","primary","no",175,"no","no","unknown",17,"jun",132,2,-1,0,"unknown","no"
54,"management","married","tertiary","no",153,"no","no","cellular",12,"aug",168,5,-1,0,"unknown","no"
57,"blue-collar","married","secondary","no",490,"yes","no","cellular",18,"aug",70,5,-1,0,"unknown","no"
30,"blue-collar","single","secondary","yes",4,"yes","no","unknown",23,"may",84,3,-1,0,"unknown","no"
44,"services","married","secondary","no",179,"yes","no","unknown",20,"jun",75,3,-1,0,"unknown","no"
50,"admin.","married","secondary","no",176,"no","no","cellular",29,"jul",155,2,-1,0,"unknown","no"
36,"services","married","secondary","no",-302,"yes","no","cellular",13,"may",36,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",1122,"no","no","cellular",30,"apr",187,10,-1,0,"unknown","no"
38,"self-employed","single","tertiary","no",605,"no","no","telephone",18,"jun",1603,10,-1,0,"unknown","yes"
46,"admin.","single","secondary","no",533,"no","no","cellular",22,"may",71,1,-1,0,"unknown","no"
39,"management","divorced","tertiary","no",4692,"yes","no","telephone",19,"nov",214,2,174,2,"success","no"
31,"admin.","married","secondary","no",337,"no","no","unknown",12,"may",51,1,-1,0,"unknown","no"
54,"retired","married","primary","no",0,"yes","no","unknown",13,"may",106,1,-1,0,"unknown","no"
43,"services","single","unknown","no",0,"no","no","unknown",5,"may",73,1,-1,0,"unknown","no"
69,"retired","married","unknown","no",426,"no","no","telephone",9,"dec",395,1,-1,0,"unknown","yes"
56,"entrepreneur","married","tertiary","no",21,"no","no","cellular",21,"jul",118,3,-1,0,"unknown","no"
30,"technician","single","secondary","no",656,"no","yes","unknown",4,"jul",523,1,-1,0,"unknown","no"
42,"admin.","married","unknown","no",756,"no","no","cellular",14,"oct",72,4,160,3,"failure","no"
35,"blue-collar","married","secondary","no",4635,"yes","no","unknown",20,"may",148,1,-1,0,"unknown","no"
50,"self-employed","married","secondary","no",3025,"no","yes","cellular",6,"aug",168,3,-1,0,"unknown","no"
24,"admin.","single","tertiary","no",454,"yes","no","cellular",15,"jun",139,1,-1,0,"unknown","no"
59,"technician","married","secondary","no",10925,"no","no","cellular",21,"apr",100,1,-1,0,"unknown","yes"
30,"blue-collar","married","primary","no",62,"no","no","unknown",27,"jun",213,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",5794,"no","no","cellular",19,"nov",625,1,-1,0,"unknown","no"
46,"technician","married","tertiary","no",-369,"yes","yes","cellular",6,"feb",339,4,-1,0,"unknown","no"
25,"services","single","secondary","no",556,"yes","yes","unknown",4,"jun",361,1,-1,0,"unknown","no"
26,"admin.","single","secondary","no",685,"no","no","cellular",5,"feb",388,1,-1,0,"unknown","no"
51,"management","married","tertiary","no",10077,"no","no","cellular",7,"aug",93,2,-1,0,"unknown","no"
38,"entrepreneur","married","secondary","no",3249,"yes","no","unknown",2,"jun",384,1,-1,0,"unknown","no"
42,"management","married","secondary","no",275,"yes","no","cellular",6,"may",139,6,-1,0,"unknown","no"
52,"management","single","tertiary","no",1727,"no","no","cellular",21,"nov",337,1,-1,0,"unknown","no"
36,"technician","married","secondary","no",5521,"no","no","unknown",6,"jun",61,1,-1,0,"unknown","no"
38,"services","married","secondary","no",-768,"yes","yes","cellular",16,"jul",57,2,-1,0,"unknown","no"
